"iso2","year","month","n_users_total","is_hired_1mo_keywords_total","is_unemployed_keywords_total","job_offer_keywords_total","job_search_keywords_total","lost_job_1mo_keywords_total","is_hired_1mo_keywords_gender_male","is_hired_1mo_keywords_gender_female","is_unemployed_keywords_gender_male","is_unemployed_keywords_gender_female","job_offer_keywords_gender_male","job_offer_keywords_gender_female","job_search_keywords_gender_male","job_search_keywords_gender_female","lost_job_1mo_keywords_gender_male","lost_job_1mo_keywords_gender_female","is_hired_1mo_bert05_total","is_unemployed_bert05_total","job_offer_bert05_total","job_search_bert05_total","lost_job_1mo_bert05_total","is_hired_1mo_bert05_gender_male","is_hired_1mo_bert05_gender_female","is_unemployed_bert05_gender_male","is_unemployed_bert05_gender_female","job_offer_bert05_gender_male","job_offer_bert05_gender_female","job_search_bert05_gender_male","job_search_bert05_gender_female","lost_job_1mo_bert05_gender_male","lost_job_1mo_bert05_gender_female","is_hired_1mo_bert09_total","is_unemployed_bert09_total","job_offer_bert09_total","job_search_bert09_total","lost_job_1mo_bert09_total","is_hired_1mo_bert09_gender_male","is_hired_1mo_bert09_gender_female","is_unemployed_bert09_gender_male","is_unemployed_bert09_gender_female","job_offer_bert09_gender_male","job_offer_bert09_gender_female","job_search_bert09_gender_male","job_search_bert09_gender_female","lost_job_1mo_bert09_gender_male","lost_job_1mo_bert09_gender_female"
"BR",2024,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2007,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2008,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2009,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2011,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MX",2012,1,432787,103,135,58,212,30,22,38,54,29,10,12,70,54,14,10,994,1743,1259,535,63,310,281,544,499,211,137,162,173,20,15,528,1115,1259,3,1,155,154,347,322,211,137,0,3,0,1
"MX",2012,2,434494,70,139,53,167,33,18,28,58,27,9,10,42,52,11,10,740,1482,1174,371,47,229,224,488,425,191,144,122,113,19,8,375,921,1174,2,0,111,113,317,256,191,144,1,1,0,0
"MX",2012,3,464987,85,146,49,175,39,25,25,62,24,5,13,61,53,22,5,747,1641,1251,463,63,236,218,500,474,221,131,140,146,22,15,372,970,1251,3,1,117,121,307,262,221,131,0,1,0,0
"MX",2012,4,476498,79,125,48,151,31,23,30,45,30,5,2,36,50,9,10,748,1546,1133,387,67,234,228,490,437,223,138,111,112,25,15,380,932,1133,1,1,118,118,309,258,223,138,0,0,0,0
"MX",2012,5,522109,96,147,58,236,35,31,33,56,41,10,8,85,60,13,10,882,2063,1337,597,81,284,265,675,581,243,159,180,195,29,20,472,1238,1337,7,1,155,136,407,363,243,159,4,2,0,0
"MX",2012,6,543001,141,148,55,291,45,39,47,66,23,7,8,105,79,16,6,1102,2494,1305,673,83,332,305,801,686,242,154,206,211,29,25,639,1534,1305,1,0,197,181,463,443,242,154,1,0,0,0
"MX",2012,7,565116,110,144,51,267,35,34,27,50,35,11,4,95,62,14,9,1110,2407,1406,687,83,342,312,751,687,231,181,217,186,25,24,635,1434,1406,3,2,194,172,448,424,231,181,0,1,0,0
"MX",2012,8,567272,119,147,74,204,40,37,33,42,41,12,11,54,57,16,6,1319,2142,1526,556,86,383,395,627,615,253,210,165,162,26,25,641,1301,1526,2,0,188,190,370,386,253,210,1,1,0,0
"MX",2012,9,565766,112,137,63,181,33,34,31,46,26,12,9,61,37,10,9,990,1924,1430,530,67,286,260,585,505,222,189,172,159,18,19,519,1145,1430,1,0,148,146,346,303,222,189,1,0,0,0
"MX",2012,10,571898,91,119,70,169,30,32,20,32,30,13,11,58,37,7,10,915,1720,1471,494,59,257,243,511,497,279,165,140,152,14,19,501,1016,1471,2,3,138,131,309,294,279,165,0,0,2,0
"MX",2012,11,576435,72,93,62,163,36,19,24,28,29,3,5,50,45,14,7,837,1669,1402,443,74,253,236,503,474,266,164,129,147,24,17,418,960,1402,1,0,128,131,296,273,266,164,0,1,0,0
"MX",2012,12,610685,73,114,43,163,29,22,19,51,26,7,5,51,38,11,6,780,1769,1039,420,94,235,195,533,494,206,140,115,122,33,16,425,1012,1039,2,1,127,103,314,296,206,140,0,0,1,0
"MX",2013,1,622005,85,170,80,251,31,20,22,71,33,15,6,79,59,9,8,1334,2367,1656,659,63,421,345,700,667,311,179,200,194,22,10,720,1431,1656,2,1,232,178,410,427,311,179,0,0,1,0
"MX",2013,2,610975,82,199,67,157,37,22,24,76,55,14,6,49,37,9,16,1060,1825,1482,442,134,326,311,567,516,269,171,139,140,35,48,531,1149,1482,1,2,180,145,360,334,269,171,1,0,1,1
"MX",2013,3,628231,83,137,71,140,34,19,30,56,33,18,6,40,39,14,9,814,1699,1399,378,89,228,221,512,485,224,158,116,111,29,25,406,1020,1399,0,4,108,115,317,288,224,158,0,0,3,0
"MX",2013,4,639547,79,134,71,165,20,21,22,44,34,11,7,52,40,7,5,913,1882,1557,479,76,257,247,532,524,279,154,125,141,26,15,472,1205,1557,5,2,143,117,351,340,279,154,0,5,1,0
"MX",2013,5,652085,89,162,69,182,31,22,22,68,31,13,11,60,48,7,14,848,1954,1440,507,95,253,206,586,514,245,154,148,143,30,27,466,1196,1440,1,0,136,115,363,324,245,154,0,1,0,0
"MX",2013,6,640534,95,106,84,261,30,30,21,45,17,15,10,86,76,7,7,1093,2305,1412,631,58,309,280,633,621,205,160,170,180,13,15,681,1532,1412,1,2,190,178,414,426,205,160,0,0,0,1
"MX",2013,7,643452,89,110,93,243,27,25,22,43,15,15,9,86,71,7,8,1102,2121,1538,582,76,302,274,616,542,252,136,164,171,30,13,651,1323,1538,2,1,163,157,378,362,252,136,1,1,0,0
"MX",2013,8,645627,71,115,74,193,25,16,20,46,26,13,10,54,50,13,4,1290,1846,1484,519,72,305,334,498,509,220,154,139,161,25,17,616,1134,1484,1,0,150,177,300,326,220,154,1,0,0,0
"MX",2013,9,663950,63,114,57,163,28,16,16,38,23,10,6,50,38,9,4,838,1698,1355,535,55,225,212,487,475,213,131,149,171,21,16,453,1093,1355,3,0,118,117,321,301,213,131,1,2,0,0
"MX",2013,10,657503,46,96,84,142,28,15,8,27,29,12,10,47,42,8,8,734,1531,1435,445,53,196,176,430,420,251,122,127,153,18,8,394,980,1435,0,2,93,85,280,281,251,122,0,0,1,0
"MX",2013,11,639129,61,89,60,138,24,23,11,36,12,7,5,44,38,6,4,578,1248,1243,337,66,165,143,368,343,192,105,116,106,22,15,310,746,1243,1,2,78,90,237,205,192,105,0,0,1,0
"MX",2013,12,629385,67,70,50,128,14,21,12,21,19,6,4,34,28,1,7,548,1158,978,233,68,140,123,325,271,160,90,61,58,21,12,303,711,978,0,2,78,65,193,171,160,90,0,0,2,0
"MX",2014,1,648704,66,79,86,189,17,22,16,33,14,10,11,54,59,6,5,917,1424,1459,467,49,258,200,410,404,276,115,124,134,17,15,470,985,1459,0,0,134,103,287,294,276,115,0,0,0,0
"MX",2014,2,633981,44,99,61,101,19,10,11,39,14,7,8,30,28,8,3,649,1111,1418,348,41,160,148,319,276,220,134,105,90,13,8,349,729,1418,2,0,82,69,218,196,220,134,1,1,0,0
"MX",2014,3,659716,36,49,61,117,14,11,3,18,11,3,4,31,29,6,5,579,1077,1460,341,51,157,122,333,266,212,124,113,84,17,12,299,715,1460,0,3,87,53,225,184,212,124,0,0,0,0
"MX",2014,4,661796,25,82,57,112,25,6,7,29,17,4,7,32,26,6,8,479,1067,1375,280,43,107,99,319,263,181,127,75,69,10,7,274,682,1375,0,0,61,55,201,184,181,127,0,0,0,0
"MX",2014,5,671458,29,94,88,134,24,7,8,43,18,8,12,46,24,10,6,545,1232,1485,312,33,138,130,329,323,218,133,97,89,13,10,277,779,1485,3,0,68,76,215,199,218,133,1,1,0,0
"MX",2014,6,684368,50,82,60,137,19,19,10,34,16,8,6,39,26,7,6,676,1320,1424,375,54,158,171,324,339,227,136,102,91,16,12,372,838,1424,1,2,90,105,211,212,227,136,0,0,1,0
"MX",2014,7,664696,58,71,74,148,11,13,14,29,16,7,4,34,32,5,2,683,1119,1490,336,40,160,151,279,273,233,124,95,82,10,3,383,724,1490,1,0,85,95,193,177,233,124,0,0,0,0
"MX",2014,8,652547,39,81,61,105,14,9,12,24,21,10,4,40,17,3,4,815,997,1434,273,45,154,162,264,224,202,127,72,61,18,7,390,655,1434,0,1,71,79,166,150,202,127,0,0,0,0
"MX",2014,9,640408,23,52,71,107,15,5,6,13,14,5,10,36,21,5,4,518,792,1364,219,28,109,131,208,197,197,106,68,48,9,5,264,495,1364,1,1,57,68,131,121,197,106,0,0,0,0
"MX",2014,10,678594,29,68,74,101,11,4,9,18,11,5,8,32,23,6,1,439,908,1611,222,37,130,83,266,230,276,169,62,51,10,8,230,546,1611,0,1,73,42,158,137,276,169,0,0,0,0
"MX",2014,11,710938,16,35,69,82,12,6,4,13,2,5,3,32,8,3,6,314,639,1423,159,39,67,74,157,158,237,151,46,32,11,8,191,367,1423,1,0,39,45,98,81,237,151,1,0,0,0
"MX",2014,12,679958,23,40,49,89,8,11,4,16,8,6,4,29,20,3,3,316,652,1238,170,40,68,61,195,132,207,140,50,38,10,7,181,415,1238,0,3,35,35,130,85,207,140,0,0,1,0
"MX",2015,1,727051,23,42,87,181,10,6,6,15,8,14,8,65,50,5,2,585,944,1512,244,25,135,115,243,229,224,136,81,46,5,7,302,577,1512,1,1,72,63,151,141,224,136,0,0,1,0
"MX",2015,2,719758,15,61,86,92,14,7,3,17,3,9,10,22,21,3,0,450,842,1483,216,38,102,109,240,201,212,145,47,52,11,9,277,516,1483,0,0,67,67,142,118,212,145,0,0,0,0
