"iso2","metro_area_name","year","month","is_hired_1mo_n_users_keywords_total","is_unemployed_n_users_keywords_total","job_offer_n_users_keywords_total","job_search_n_users_keywords_total","lost_job_1mo_n_users_keywords_total","is_hired_1mo_n_users_keywords_gender_male","is_hired_1mo_n_users_keywords_gender_female","is_unemployed_n_users_keywords_gender_male","is_unemployed_n_users_keywords_gender_female","job_offer_n_users_keywords_gender_male","job_offer_n_users_keywords_gender_female","job_search_n_users_keywords_gender_male","job_search_n_users_keywords_gender_female","lost_job_1mo_n_users_keywords_gender_male","lost_job_1mo_n_users_keywords_gender_female","is_hired_1mo_n_users_bert05_total","is_unemployed_n_users_bert05_total","job_offer_n_users_bert05_total","job_search_n_users_bert05_total","lost_job_1mo_n_users_bert05_total","is_hired_1mo_n_users_bert05_gender_male","is_hired_1mo_n_users_bert05_gender_female","is_unemployed_n_users_bert05_gender_male","is_unemployed_n_users_bert05_gender_female","job_offer_n_users_bert05_gender_male","job_offer_n_users_bert05_gender_female","job_search_n_users_bert05_gender_male","job_search_n_users_bert05_gender_female","lost_job_1mo_n_users_bert05_gender_male","lost_job_1mo_n_users_bert05_gender_female","is_hired_1mo_n_users_bert09_total","is_unemployed_n_users_bert09_total","job_offer_n_users_bert09_total","job_search_n_users_bert09_total","lost_job_1mo_n_users_bert09_total","is_hired_1mo_n_users_bert09_gender_male","is_hired_1mo_n_users_bert09_gender_female","is_unemployed_n_users_bert09_gender_male","is_unemployed_n_users_bert09_gender_female","job_offer_n_users_bert09_gender_male","job_offer_n_users_bert09_gender_female","job_search_n_users_bert09_gender_male","job_search_n_users_bert09_gender_female","lost_job_1mo_n_users_bert09_gender_male","lost_job_1mo_n_users_bert09_gender_female"
"BR","Porto Alegre",2016,3,0.0906112776190144,0.0174252456959643,0.0209102948351572,0.0697009827838573,0,0.0158957240502305,0.176172649196212,0.0158957240502305,0.0220215811495265,0.0158957240502305,0,0.063582896200922,0.0880863245981061,0,0,0.386840454450408,1.37310936084199,0.74231546664808,0.571548058827629,0.0104551474175786,0.222540136703227,0.396388460691478,0.842473374662216,2.07002862805549,0.397393101255762,0.374366879541951,0.349705929105071,0.880863245981061,0,0.0220215811495265,0.111521572454172,0.526242420018122,0.358960061336865,0.125461769010943,0.00697009827838573,0.0476871721506915,0.176172649196212,0.413288825305993,0.792776921382955,0.143061516452074,0.176172649196212,0.063582896200922,0.242237392644792,0,0.0220215811495265
"BR","Porto Alegre",2016,4,0.0958378970427163,0,0.0308050383351588,0.0616100766703176,0.00684556407447974,0.0478697941598851,0.0859475719810915,0,0,0.015956598053295,0.0429737859905458,0.015956598053295,0.0429737859905458,0,0,0.352546549835706,1.26300657174151,0.674288061336254,0.489457831325301,0.0102683461117196,0.239348970799426,0.451224752900731,0.622307324078506,1.63300386764074,0.398914951332376,0.171895143962183,0.207435774692835,0.709067468844005,0.015956598053295,0,0.0924151150054765,0.383351588170865,0.355969331872946,0.0924151150054765,0.00684556407447974,0.0638263922131801,0.0859475719810915,0.19147917663954,0.451224752900731,0.175522578586245,0.0644606789858186,0.0478697941598851,0.128921357971637,0.015956598053295,0
"BR","Porto Alegre",2016,5,0.0463622214127231,0.00993476173129781,0.0198695234625956,0.0430506341689572,0,0.0465693883886992,0.0417885499373172,0,0.0208942749686586,0,0,0,0.0626828249059758,0,0,0.281484915720105,1.26833791436235,0.675563797728251,0.526542371758784,0.0198695234625956,0.217323812480596,0.29251984956122,0.946910897236883,1.56707062264939,0.372555107109593,0.250731299623903,0.341508848183794,0.814876723777685,0.0155231294628997,0.0417885499373172,0.0662317448753187,0.480180150346061,0.357651422326721,0.115905553531808,0.00331158724376594,0.0465693883886992,0.0208942749686586,0.388078236572493,0.58503969912244,0.139708165166097,0.104471374843293,0.0620925178515989,0.125365649811952,0.0155231294628997,0
"BR","Porto Alegre",2016,6,0.0427392576519709,0.00986290561199329,0.0131505408159911,0.055889798467962,0,0.0313479623824451,0.0626959247648903,0.0156739811912226,0,0,0,0,0.0626959247648903,0,0,0.302462438767794,1.24272610711115,0.572048525495611,0.49972055100766,0.00986290561199329,0.125391849529781,0.438871473354232,0.689655172413793,1.56739811912226,0.376175548589342,0.167189132706374,0.250783699059561,0.6478578892372,0,0.0208986415882968,0.0591774336719598,0.479994739783674,0.295887168359799,0.134793043363908,0.00657527040799553,0.0470219435736677,0.0626959247648903,0.266457680250784,0.543364681295716,0.156739811912226,0.0417972831765935,0.0470219435736677,0.208986415882968,0,0.0208986415882968
"BR","Porto Alegre",2016,7,0.0750868191346244,0.00625723492788537,0.0250289397115415,0.0500578794230829,0,0.0299895036737142,0.100381449508131,0.0299895036737142,0,0,0.0401525798032524,0.0149947518368571,0.0803051596065047,0,0,0.375434095673122,1.33279103963958,0.647623815036136,0.525607733942371,0.0156430873197134,0.209926525715999,0.501907247540655,0.914679862048283,1.86709496085123,0.449842555105713,0.301144348524393,0.269905533063428,0.883356755671552,0,0,0.0938585239182805,0.488064324375059,0.30347589400244,0.118887463629822,0.00312861746394268,0.0449842555105713,0.120457739409757,0.314889788573999,0.863280465769926,0.224921277552856,0.140534029311383,0.0899685110211426,0.180686609114636,0,0
"BR","Porto Alegre",2016,8,0.0553454478369154,0.00614949420410171,0.0184484826123051,0.0307474710205086,0,0.0444312796208531,0.116234017822549,0,0.0193723363037582,0.0296208530805687,0.0193723363037582,0.0296208530805687,0.0193723363037582,0,0,0.375119146450204,1.32521600098392,0.565753466777358,0.5380807428589,0.0122989884082034,0.251777251184834,0.464936071290198,0.829383886255924,1.66602092212321,0.414691943127962,0.232468035645099,0.266587677725118,0.736148779542813,0.0148104265402844,0.0387446726075165,0.101466654367678,0.488884789226086,0.264428250776374,0.101466654367678,0.00614949420410171,0.0444312796208531,0.0968616815187912,0.207345971563981,0.755521115846571,0.207345971563981,0.0581170089112747,0.0444312796208531,0.174351026733824,0.0148104265402844,0
"BR","Porto Alegre",2016,9,0.0590300431851369,0.0031068443781651,0.0217479106471557,0.0372821325379812,0.0031068443781651,0.0301841231512225,0.0199322304165836,0,0.0199322304165836,0.0150920615756112,0,0.0150920615756112,0.0597966912497508,0,0,0.397676080405132,1.10603659862677,0.506415633640911,0.413210302295958,0.0186410662689906,0.226380923634168,0.378712377915089,0.61877452460006,1.43512058999402,0.271657108361002,0.159457843332669,0.211288862058557,0.637831373330676,0.0301841231512225,0.0199322304165836,0.0807779538322925,0.363500792245316,0.251654394631373,0.0900984869667878,0.00932053313449529,0.0452761847268337,0.0797289216663345,0.150920615756112,0.518237990831174,0.135828554180501,0.0398644608331672,0.0150920615756112,0.179390073749253,0.0301841231512225,0.0199322304165836
"BR","Porto Alegre",2016,10,0.0606520090978014,0.00303260045489007,0.0242608036391205,0.0485216072782411,0,0.0294985250737463,0.0593354430379747,0,0,0,0.0197784810126582,0.0147492625368732,0.0395569620253165,0,0,0.321455648218347,1.13722517058378,0.551933282789992,0.42456406368461,0.0151630022744503,0.176991150442478,0.375791139240506,0.707964601769911,1.70094936708861,0.412979351032448,0.158227848101266,0.206489675516224,0.751582278481013,0.0147492625368732,0,0.090978013646702,0.397270659590599,0.291129643669447,0.090978013646702,0.00606520090978014,0.0737463126843658,0.0791139240506329,0.191740412979351,0.712025316455696,0.176991150442478,0.0988924050632911,0.0294985250737463,0.197784810126582,0,0
"BR","Porto Alegre",2016,11,0.0649388984001417,0.0147588405454867,0.0118070724363894,0.0295176810909735,0,0.0283929585462805,0.0791452314998021,0.0141964792731403,0.0197863078749505,0,0,0,0.0395726157499011,0,0,0.342405100655293,1.07149182360234,0.53427002774662,0.363067477418974,0.0177106086545841,0.241340147643384,0.37593984962406,0.724020442930153,1.28611001187178,0.511073253833049,0.257222002374357,0.141964792731403,0.494657696873763,0,0.0197863078749505,0.0796977389456284,0.363067477418974,0.236141448727788,0.0944565794911152,0,0.0283929585462805,0.118717847249703,0.184554230550823,0.474871388998813,0.184554230550823,0.138504155124654,0.0141964792731403,0.138504155124654,0,0
"BR","Porto Alegre",2016,12,0.0548095368594135,0.0152248713498371,0.0182698456198045,0.0274047684297068,0.00304497426996742,0.0583260425780111,0.0418672807201172,0.0291630212890055,0,0.0145815106445028,0,0,0.104668201800293,0,0,0.313632349806644,1.04747114886879,0.395846655095764,0.353217015316221,0.0152248713498371,0.189559638378536,0.418672807201172,0.539515893846602,1.15135021980322,0.218722659667542,0.230270043960645,0.174978127734033,0.502407368641407,0,0,0.0608994853993484,0.386711732285862,0.155293687768338,0.0822143052891203,0.00608994853993484,0.0729075532225139,0.0628009210801758,0.174978127734033,0.46054008792129,0.0874890638670166,0,0.0291630212890055,0.14653548252041,0,0
"BR","Porto Alegre",2017,1,0.0786163522012579,0.00314465408805031,0.0283018867924528,0.0817610062893082,0,0.0155908949173683,0.110132158590308,0.0155908949173683,0,0,0,0.0467726847521048,0.198237885462555,0,0,0.39622641509434,1.44025157232704,0.572327044025157,0.638364779874214,0.00943396226415094,0.26504521359526,0.39647577092511,0.795135640785781,1.74008810572687,0.374181478016838,0.330396475770925,0.280636108512629,0.770925110132159,0.0155908949173683,0,0.0880503144654088,0.610062893081761,0.289308176100629,0.113207547169811,0.00314465408805031,0.062363579669473,0.13215859030837,0.26504521359526,0.682819383259912,0.171499844091051,0.154185022026432,0.0311817898347365,0.154185022026432,0.0155908949173683,0
"BR","Porto Alegre",2017,2,0.101407022436304,0.0158448472556725,0.0190138167068069,0.101407022436304,0.00950690835340347,0.048,0.15638963360143,0.032,0,0,0,0,0.0670241286863271,0.016,0.0223413762287757,0.430979845354291,1.42603625301052,0.519710989986057,0.674990493091647,0.00633793890226898,0.192,0.46916890080429,0.72,1.67560321715818,0.272,0.268096514745308,0.288,0.804289544235925,0,0,0.104575991887438,0.662314615287109,0.24717961718849,0.152110533654456,0,0.08,0.111706881143878,0.352,0.781948168007149,0.144,0.134048257372654,0.032,0.268096514745308,0,0
"BR","Porto Alegre",2017,3,0.0761939593429033,0.0091432751211484,0.0274298253634452,0.0853372344640517,0,0.0154059466954244,0.087989441267048,0,0,0,0.021997360316762,0,0.131984161900572,0,0,0.466307031178568,1.74636554813934,0.588217366127213,0.743653043186736,0.00609551674743226,0.323524880603913,0.285965684117906,0.754891388075797,1.80378354597448,0.292712987213064,0.241970963484382,0.246495147126791,0.76990761108667,0,0.043994720633524,0.137149126817226,0.734509768065588,0.259059461765871,0.167626710554387,0,0.107841626867971,0.087989441267048,0.231089200431366,0.725912890453146,0.123247573563395,0.131984161900572,0.0308118933908489,0.175978882534096,0,0
"BR","Porto Alegre",2017,4,0.0789577575996842,0.00607367366151417,0.0242946946460567,0.0485893892921133,0,0.0306748466257669,0.090764692534604,0.0153374233128834,0,0.0153374233128834,0,0.0153374233128834,0.045382346267302,0,0,0.370494093352364,1.24206626377965,0.51018858756719,0.513225424397947,0.00607367366151417,0.291411042944785,0.272294077603812,0.720858895705522,1.24801452235081,0.291411042944785,0.181529385069208,0.337423312883436,0.45382346267302,0,0,0.112362962738012,0.525372771720975,0.252057456952838,0.112362962738012,0.00303683683075708,0.0613496932515337,0.158838211935557,0.260736196319018,0.45382346267302,0.0920245398773006,0.113455865668255,0.0460122699386503,0.181529385069208,0,0
"BR","Porto Alegre",2017,5,0.0534077085125953,0.00593418983473281,0.0118683796694656,0.0979141322730914,0.00296709491736641,0.0303812851283609,0,0,0.0224466891133558,0,0,0.0455719276925414,0.0897867564534231,0,0,0.34715010533187,1.25211405512862,0.540011274960686,0.566715129216984,0.00890128475209922,0.227859638462707,0.404040404040404,0.592435060003038,1.3692480359147,0.425337991797053,0.246913580246914,0.182287710770166,0.493827160493827,0,0,0.0919799424383586,0.531109990208587,0.252203067976145,0.0919799424383586,0.00296709491736641,0.0455719276925414,0.15712682379349,0.197478353334346,0.493827160493827,0.136715783077624,0.134680134680135,0.0303812851283609,0.15712682379349,0,0
"BR","Porto Alegre",2017,6,0.0720158434855668,0.0210046210166237,0.0150033007261598,0.060013202904639,0.00300066014523195,0.0154535620460516,0.0931098696461825,0,0,0,0,0,0.0931098696461825,0,0,0.342075256556442,1.22726999939987,0.582128068174999,0.510112224689432,0.0150033007261598,0.185442744552619,0.232774674115456,0.525421109565755,1.44320297951583,0.231803430690774,0.395716945996276,0.185442744552619,0.628491620111732,0,0,0.120026405809278,0.519114205125128,0.249054792054252,0.105023105083118,0.00300066014523195,0.0618142481842065,0.0931098696461825,0.169989182506568,0.628491620111732,0.0772678102302581,0.116387337057728,0.0618142481842065,0.162942271880819,0,0
"BR","Porto Alegre",2017,7,0.0815660685154976,0.0116522955022139,0.0291307387555348,0.0640876252621767,0.00582614775110697,0.0757690559175633,0.183066361556064,0.0151538111835127,0,0,0.022883295194508,0,0.160183066361556,0.0151538111835127,0,0.431134933581916,1.36914472151014,0.600093218364018,0.524353297599627,0.00873922162666045,0.333383846037278,0.389016018306636,0.590998636156993,1.53318077803204,0.257614790119715,0.297482837528604,0.136384300651614,0.709382151029748,0,0,0.122349102773246,0.568049405732929,0.25926357492426,0.0786529946399441,0,0.106076678284589,0.068649885583524,0.166691923018639,0.68649885583524,0.0909228671010759,0.11441647597254,0,0.160183066361556,0,0
"BR","Porto Alegre",2017,8,0.0940492476060192,0.0199498404012768,0.014249886000912,0.0598495212038304,0.0028499772001824,0.0149835181300569,0.045662100456621,0.0299670362601139,0,0,0,0.0449505543901708,0.045662100456621,0,0,0.470246238030096,1.43923848609211,0.430346557227542,0.541495668034656,0.0199498404012768,0.164818699430626,0.547945205479452,0.869044051543302,1.64383561643836,0.284686844471082,0.159817351598174,0.224752771950854,0.639269406392694,0.0149835181300569,0,0.133948928408573,0.518695850433197,0.190948472412221,0.0997492020063839,0.0028499772001824,0.0299670362601139,0.0684931506849315,0.284686844471082,0.502283105022831,0.149835181300569,0.091324200913242,0.0449505543901708,0.0228310502283105,0,0
"BR","Porto Alegre",2017,9,0.0847577341432406,0.00847577341432406,0.0113010312190987,0.0395536092668456,0.00282525780477469,0.0599520383693046,0.136767722817415,0,0,0,0.0227946204695692,0,0.0455892409391384,0,0,0.370108772425484,1.22051137166266,0.443565475349626,0.454866506568724,0.0282525780477469,0.26978417266187,0.296330066104399,0.629496402877698,1.09414178253932,0.254796163069544,0.341919307043538,0.179856115107914,0.54707089126966,0.0299760191846523,0.0227946204695692,0.104534538776663,0.449215990959175,0.197768046334228,0.0904082497527899,0.00847577341432406,0.0449640287769784,0.0911784818782767,0.19484412470024,0.410303168452245,0.0899280575539568,0.0911784818782767,0.0449640287769784,0.182356963756553,0.0149880095923261,0.0227946204695692
"BR","Porto Alegre",2017,10,0.0999611262286888,0.00555339590159382,0.0194368856555784,0.0583106569667352,0.00277669795079691,0.0595858781468792,0.0908471496706791,0,0,0,0,0.0297929390734396,0.0908471496706791,0,0,0.397067806963958,1.29394124507136,0.441494974176709,0.483145443438663,0.00555339590159382,0.238343512587517,0.340676811265047,0.789512885446149,1.22643652055417,0.268136451660956,0.295253236429707,0.193654103977357,0.499659323188735,0.0148964695367198,0.0227117874176698,0.138834897539846,0.48592214138946,0.186038762703393,0.0805242405731105,0.00277669795079691,0.0446894086101594,0.0681353622530093,0.283032921197676,0.545082898024075,0.104275286757039,0.136270724506019,0.0297929390734396,0.158982511923688,0.0148964695367198,0
"BR","Porto Alegre",2017,11,0.0827700372465168,0,0.024831011173955,0.0413850186232584,0.0110360049662022,0.0740631017627018,0.0701918577445016,0,0,0.0444378610576211,0,0,0.0467945718296678,0.0296252407050807,0,0.386260173817078,1.12843150779418,0.383501172575528,0.411091184991033,0,0.281439786698267,0.42115114646701,0.518441712338913,1.19326158165653,0.385128129166049,0.210575573233505,0.133313583172863,0.538137576041179,0,0,0.107601048420472,0.391778176300179,0.14622706580218,0.0882880397296179,0,0.0444378610576211,0.0701918577445016,0.103688342467783,0.444548432381844,0.118500962820323,0.0935891436593355,0.0148126203525404,0.0935891436593355,0,0
"BR","Porto Alegre",2017,12,0.103792639138241,0.0112208258527828,0.00561041292639138,0.0420780969479354,0.00561041292639138,0.0306607389238081,0.0959002637257252,0,0.0479501318628626,0,0,0.015330369461904,0.0959002637257252,0,0,0.446027827648115,1.08561490125673,0.28613105924596,0.28613105924596,0.0112208258527828,0.275946650314273,0.455526252697195,0.475241453319025,1.03092783505155,0.183964433542848,0.0719251977942939,0.137973325157136,0.455526252697195,0.0306607389238081,0,0.117818671454219,0.36467684021544,0.112208258527828,0.0392728904847397,0.00561041292639138,0.0459911083857121,0.0959002637257252,0.122642955695232,0.503476384560057,0.0613214778476161,0.0479501318628626,0,0.143850395588588,0.015330369461904,0
"BR","Porto Alegre",2018,1,0.13136288998358,0.0109469074986316,0.0191570881226054,0.090311986863711,0.00273672687465791,0.0604229607250755,0.0959692898272553,0.0151057401812689,0,0,0.0239923224568138,0.0302114803625378,0.0959692898272553,0,0,0.530925013683634,1.55719759168035,0.377668308702791,0.591133004926108,0.00821018062397373,0.256797583081571,0.551823416506718,0.649546827794562,1.43953934740883,0.287009063444109,0.167946257197697,0.151057401812689,0.50383877159309,0,0.0239923224568138,0.158730158730159,0.61576354679803,0.180623973727422,0.11767925561029,0,0.0604229607250755,0.143953934740883,0.196374622356495,0.527831094049904,0.105740181268882,0.0959692898272553,0.0453172205438066,0.0479846449136276,0,0
"BR","Porto Alegre",2018,2,0.0684987807217032,0.021919609830945,0.0136997561443406,0.0739786831794394,0.00273995122886813,0.0463463618105979,0.0978473581213307,0.0154487872701993,0,0.0154487872701993,0.0244618395303327,0.0154487872701993,0.122309197651663,0,0,0.4383921966189,1.49053346850426,0.383593172041538,0.550730197002493,0.0246595610598131,0.154487872701993,0.318003913894325,0.818785725320562,1.1986301369863,0.262629383593388,0.220156555772994,0.21628302178279,0.562622309197652,0.0308975745403986,0,0.106858097925857,0.572649806833438,0.183576732334164,0.104118146696989,0.0109598049154725,0.0308975745403986,0.146771037181996,0.278078170863587,0.538160469667319,0.0926927236211957,0.122309197651663,0.0308975745403986,0.0489236790606654,0.0154487872701993,0
"BR","Porto Alegre",2018,3,0.0774633340218963,0.0154926668043793,0.0180747779384425,0.0826275562900227,0,0.0439624853458382,0.0708382526564345,0,0.0236127508854782,0,0.0236127508854782,0.0293083235638921,0.165289256198347,0,0,0.56290022722578,1.47696756868416,0.441541003924809,0.539661227019211,0.00516422226812642,0.307737397420868,0.330578512396694,0.674091441969519,1.48760330578512,0.219812426729191,0.330578512396694,0.234466588511137,0.661157024793388,0,0,0.173001445982235,0.565482338359843,0.185912001652551,0.0722991117537699,0,0.131887456037515,0.0708382526564345,0.219812426729191,0.731995277449823,0.117233294255569,0.0708382526564345,0.0439624853458382,0.118063754427391,0,0
"BR","Porto Alegre",2018,4,0.0714395060468439,0.0127570546512221,0.0280655202326887,0.0688880951165995,0.00255141093024443,0.0578201792425557,0.0475511174512601,0,0.0237755587256301,0,0.0237755587256301,0.0433651344319167,0.16642891107941,0,0,0.459253967443997,1.29356534163392,0.461805378374241,0.53069347349084,0.00510282186048885,0.346921075455334,0.451735615786971,0.40474125469789,1.40275796481217,0.274645851402139,0.332857822158821,0.144550448106389,0.618164526866381,0,0,0.127570546512221,0.558758993723529,0.211767107210287,0.0969536153492882,0.00255141093024443,0.0722752240531946,0.0713266761768902,0.173460537727667,0.641940085592011,0.144550448106389,0.19020446980504,0.0144550448106389,0.0713266761768902,0,0
"BR","Porto Alegre",2018,5,0.109333068283471,0.00745452738296392,0.0149090547659278,0.0770301162906272,0.00248484246098797,0.0428816466552316,0.0476871721506915,0.0142938822184105,0,0,0,0.0142938822184105,0.0953743443013829,0,0,0.442301958055859,1.38902693569228,0.36775668422622,0.531756286651426,0.00745452738296392,0.2715837621498,0.33381020505484,0.471698113207547,1.28755364806867,0.314465408805031,0.214592274678112,0.157232704402516,0.357653791130186,0,0,0.089454328595567,0.56405923864427,0.176423814730146,0.0869694861345791,0.00496968492197595,0.0571755288736421,0.0715307582260372,0.157232704402516,0.50071530758226,0.0857632933104631,0.143061516452074,0.028587764436821,0.0715307582260372,0,0
"BR","Porto Alegre",2018,6,0.0923430168713188,0.00998302885095338,0.0224618149146451,0.0598981731057203,0.00499151442547669,0.0740850496369833,0.0491883915395967,0,0,0.0148170099273966,0,0,0.073782587309395,0,0,0.389338125187182,1.34521313766597,0.369372067485275,0.471698113207547,0.00748727163821503,0.251889168765743,0.368912936546975,0.474144317676693,1.08214461387113,0.325974218402726,0.172159370388588,0.118536079419173,0.541072306935563,0.0148170099273966,0,0.114804831785964,0.461715084356594,0.154736947189777,0.102326045722272,0,0.0889020595643799,0.122970978848992,0.103719069491777,0.516478111165765,0.0889020595643799,0.0983767830791933,0.04445102978219,0.0983767830791933,0,0
"BR","Porto Alegre",2018,7,0.0936442000624295,0.0120056666746704,0.0216102000144068,0.0648306000432204,0.00240113333493409,0.0288850375505488,0.0479271507308891,0,0,0.0144425187752744,0,0.0288850375505488,0.0479271507308891,0,0,0.48743006699162,1.39025620092684,0.379379066919586,0.545057267030038,0.0168079333445386,0.173310225303293,0.311526479750779,0.476603119584055,1.078360891445,0.404390525707683,0.239635753654445,0.187752744078567,0.455307931943446,0.0288850375505488,0,0.156073666770716,0.557062933704709,0.165678200110452,0.0888419333925613,0.00480226666986818,0.072212593876372,0.119817876827223,0.216637781629116,0.455307931943446,0.216637781629116,0.0479271507308891,0.0433275563258232,0.0479271507308891,0,0
"BR","Porto Alegre",2018,8,0.120997766195086,0.00698064035740879,0.0209419210722264,0.0465376023827252,0.00465376023827252,0.0282605623851915,0.0240673886883273,0.0141302811925957,0,0.0141302811925957,0.0240673886883273,0.0141302811925957,0.0240673886883273,0,0,0.509586746090841,1.44266567386448,0.388588979895756,0.502606105733433,0.0186150409530901,0.240214780274127,0.457280385078219,0.734774622014978,1.22743682310469,0.282605623851915,0.216606498194946,0.268475342659319,0.505415162454874,0,0,0.146593447505585,0.523548026805659,0.190804169769173,0.0767870439314966,0.00465376023827252,0.0706514059629787,0.168471720818291,0.226084499081532,0.529482551143201,0.141302811925957,0.0962695547533093,0.0282605623851915,0.0722021660649819,0,0
"BR","Porto Alegre",2018,9,0.0899826783344206,0.0112478347918026,0.0202461026252446,0.0629878748340944,0.00899826783344206,0.0276052449965493,0,0,0,0,0,0,0.0940733772342427,0,0,0.434166422963579,1.14053044788878,0.346433311587519,0.386925516838009,0.0202461026252446,0.165631469979296,0.211665098777046,0.41407867494824,1.12888052681091,0.248447204968944,0.188146754468485,0.110420979986197,0.446848541862653,0,0.0470366886171214,0.119227048793107,0.420669021213416,0.143972285335073,0.0472409061255708,0.0112478347918026,0.0138026224982747,0.0235183443085607,0.0552104899930987,0.329256820319849,0.082815734989648,0.0470366886171214,0,0.0470366886171214,0,0.0470366886171214
"BR","Porto Alegre",2018,10,0.0717133154753116,0.0189829364493472,0.0189829364493472,0.0506211638649259,0.00210921516103858,0.0131199160325374,0.0669792364367046,0,0,0,0,0.0131199160325374,0.0446528242911364,0,0.0223264121455682,0.413406171563561,1.36044377886988,0.345911286410327,0.4155153867246,0.0168737212883086,0.118079244292837,0.267916945746818,0.577276305431645,1.02701495869614,0.288638152715823,0.24559053360125,0.209918656520598,0.334896182183523,0.0131199160325374,0.0223264121455682,0.126552909662315,0.440825968657063,0.166627997722048,0.054839594187003,0.00210921516103858,0.0262398320650748,0.0893056485822728,0.157438992390449,0.334896182183523,0.118079244292837,0.0669792364367046,0,0,0,0
"BR","Porto Alegre",2018,11,0.0981579716803809,0.0250616097907356,0.0229731423081743,0.0438578171337872,0.00835386993024519,0.0398089171974522,0.0939187602723644,0.0265392781316348,0.0234796900680911,0.0265392781316348,0,0.0265392781316348,0,0,0,0.45110897623324,1.28023056681007,0.359216407000543,0.36965874441335,0.0125308048953678,0.212314225053079,0.305235970885184,0.437898089171975,1.10354543320028,0.3052016985138,0.234796900680911,0.172505307855626,0.375675041089458,0.0132696390658174,0,0.148281191261852,0.405162691616892,0.164988931122342,0.0396808821686646,0.0020884674825613,0.0530785562632696,0.0939187602723644,0.159235668789809,0.305235970885184,0.145966029723992,0.0939187602723644,0,0.0469593801361822,0,0
"BR","Porto Alegre",2018,12,0.113030496907656,0.0149285561953508,0.0255918106206014,0.0511836212412028,0.00213265088505012,0.0422237860661506,0.14760147601476,0.0281491907107671,0,0,0,0.0140745953553835,0,0,0,0.505438259756878,1.22414160801877,0.279377265941565,0.334826188952868,0.0149285561953508,0.168895144264602,0.39360393603936,0.605207600281492,0.910209102091021,0.295566502463054,0.22140221402214,0.126671358198452,0.31980319803198,0,0,0.127959053103007,0.462785242055875,0.119428449562807,0.0490509703561527,0.00639795265515035,0.0281491907107671,0.0738007380073801,0.23926812104152,0.29520295202952,0.112596762843068,0.0984009840098401,0.0562983814215341,0.02460024600246,0,0
"BR","Porto Alegre",2019,1,0.125088267931,0.0161404216685161,0.0181579743770806,0.082719661051145,0.00201755270856451,0.0268132457433972,0.141576215195847,0,0,0,0,0,0.0943841434638981,0,0,0.629476445072128,1.83395541208514,0.415615857964289,0.685967920911934,0.0221930797942096,0.254725834562274,0.495516753185465,0.522858291996246,1.34497404436055,0.402198686150959,0.330344502123643,0.187692720203781,0.47192071731949,0.0134066228716986,0,0.197720165439322,0.722283869666095,0.197720165439322,0.10289518813679,0.00605265812569353,0.0804397372301917,0.141576215195847,0.134066228716986,0.613496932515337,0.160879474460383,0.141576215195847,0.0402198686150959,0.117980179329873,0,0
"BR","Porto Alegre",2019,2,0.155977424320164,0.0184710107747563,0.0205233453052848,0.0923550538737814,0.00410466906105695,0.0571428571428571,0.146986771190593,0,0.0489955903968643,0.0142857142857143,0,0,0.122488975992161,0.0142857142857143,0,0.632119035402771,1.91277578245254,0.355053873781426,0.724474089276552,0.0123140071831709,0.228571428571429,0.465458108770211,0.628571428571429,1.22488975992161,0.285714285714286,0.318471337579618,0.214285714285714,0.514453699167075,0,0,0.18881477680862,0.779887121600821,0.155977424320164,0.0985120574653669,0.00205233453052848,0.1,0.146986771190593,0.214285714285714,0.563449289563939,0.142857142857143,0.171484566389025,0.0285714285714286,0.146986771190593,0,0
"BR","Porto Alegre",2019,3,0.122685049950342,0.0272633444334093,0.0175264357071917,0.093474323771689,0.00194738174524352,0.0277200277200277,0.0706380974805745,0,0,0,0,0.0138600138600139,0.117730162467624,0,0,0.566688087865864,1.96296079920547,0.34858133239859,0.704952191778154,0.0155790539619482,0.221760221760222,0.376736519896397,0.693000693000693,1.53049211207911,0.304920304920305,0.306098422415823,0.235620235620236,0.541558747351071,0.0138600138600139,0,0.165527448345699,0.69716266479718,0.165527448345699,0.0895795602812019,0.00584214523573056,0.0693000693000693,0.0706380974805745,0.18018018018018,0.565104779844596,0.110880110880111,0.164822227454674,0,0.0941841299740994,0,0
"BR","Porto Alegre",2019,4,0.144028575269333,0.0211241910395022,0.01728342903232,0.10370057419392,0.00576114301077334,0.0139082058414465,0.0480884828083674,0.0139082058414465,0.0240442414041837,0.0139082058414465,0.0240442414041837,0,0.0961769656167348,0,0,0.675974113264072,1.93958481362702,0.355270485664356,0.681735256274845,0.0268853340502756,0.139082058414465,0.384707862466939,0.500695410292072,1.39456600144265,0.305980528511822,0.384707862466939,0.0973574408901252,0.528973310892041,0,0.0240442414041837,0.19011771935552,0.704779828317938,0.144028575269333,0.0729744781364623,0.0115222860215467,0,0.168309689829286,0.0834492350486787,0.553017552296225,0.111265646731572,0.144265448425102,0,0.0480884828083674,0,0
