"iso2","year","month","is_hired_1mo_n_users_keywords_total","is_unemployed_n_users_keywords_total","job_offer_n_users_keywords_total","job_search_n_users_keywords_total","lost_job_1mo_n_users_keywords_total","is_hired_1mo_n_users_keywords_gender_male","is_hired_1mo_n_users_keywords_gender_female","is_unemployed_n_users_keywords_gender_male","is_unemployed_n_users_keywords_gender_female","job_offer_n_users_keywords_gender_male","job_offer_n_users_keywords_gender_female","job_search_n_users_keywords_gender_male","job_search_n_users_keywords_gender_female","lost_job_1mo_n_users_keywords_gender_male","lost_job_1mo_n_users_keywords_gender_female","is_hired_1mo_n_users_bert05_total","is_unemployed_n_users_bert05_total","job_offer_n_users_bert05_total","job_search_n_users_bert05_total","lost_job_1mo_n_users_bert05_total","is_hired_1mo_n_users_bert05_gender_male","is_hired_1mo_n_users_bert05_gender_female","is_unemployed_n_users_bert05_gender_male","is_unemployed_n_users_bert05_gender_female","job_offer_n_users_bert05_gender_male","job_offer_n_users_bert05_gender_female","job_search_n_users_bert05_gender_male","job_search_n_users_bert05_gender_female","lost_job_1mo_n_users_bert05_gender_male","lost_job_1mo_n_users_bert05_gender_female","is_hired_1mo_n_users_bert09_total","is_unemployed_n_users_bert09_total","job_offer_n_users_bert09_total","job_search_n_users_bert09_total","lost_job_1mo_n_users_bert09_total","is_hired_1mo_n_users_bert09_gender_male","is_hired_1mo_n_users_bert09_gender_female","is_unemployed_n_users_bert09_gender_male","is_unemployed_n_users_bert09_gender_female","job_offer_n_users_bert09_gender_male","job_offer_n_users_bert09_gender_female","job_search_n_users_bert09_gender_male","job_search_n_users_bert09_gender_female","lost_job_1mo_n_users_bert09_gender_male","lost_job_1mo_n_users_bert09_gender_female"
"MX",2014,5,0.00431895963708825,0.0139993864098722,0.013105808553923,0.0199565721162009,0.00357431142379717,0.00430184180284044,0.0066197218061911,0.0264255996460199,0.01489437406393,0.00491639063181765,0.00992958270928664,0.0282692461329515,0.0198591654185733,0.00614548828977206,0.00496479135464332,0.0811666552487274,0.183481319754921,0.22116051934745,0.0464660485093632,0.00491467820772111,0.0848077383988545,0.107570479350605,0.202186564733501,0.267271267924965,0.133971644717031,0.110052875027927,0.059611236410789,0.0736444050938759,0.00798913477670368,0.00827465225773887,0.0412535110163257,0.11601619163075,0.22116051934745,0.000446788927974646,0,0.04178932037045,0.0628873571588154,0.132127998230099,0.164665579929003,0.133971644717031,0.110052875027927,0.000614548828977206,0.000827465225773887,0,0
"MX",2014,6,0.00730601080120637,0.0119818577139784,0.00876721296144764,0.0200184695953055,0.00277628410445842,0.0114106575541556,0.00824443088693587,0.0204190714126995,0.0131910894190974,0.0048044873912234,0.00494665853216152,0.0234218760322141,0.0214355203060333,0.00420392646732048,0.00494665853216152,0.0987772660323101,0.192878685151848,0.208075187618357,0.0547950810090478,0.00789049166530288,0.0948886259766622,0.140979768166603,0.194581739344548,0.279486207067126,0.136327329725964,0.112124260062328,0.0612572142380984,0.0750243210711165,0.0096089747824468,0.00989331706432305,0.0543567203609754,0.122448741028219,0.208075187618357,0.000146120216024127,0.000292240432048255,0.0540504831512633,0.0865665243128267,0.126718354943517,0.174781934803041,0.136327329725964,0.112124260062328,0,0,0.000600560923902925,0
"MX",2014,7,0.00872579344542468,0.0106815747349164,0.0111329088786453,0.0222658177572905,0.00165489186033916,0.00817450685715364,0.0117794549477918,0.0182354383736504,0.0134622342260477,0.00440165753846734,0.00336555855651194,0.0213794794725557,0.0269244684520955,0.00314404109890524,0.00168277927825597,0.102753740055604,0.168347635610866,0.224162624718668,0.0505494240976326,0.0060177885830515,0.100609315164968,0.127049835508326,0.175437493318913,0.22969937148194,0.146512315208984,0.10433231525187,0.0597367808791996,0.0689939504084947,0.00628808219781049,0.00252416891738395,0.0576203256827181,0.108921973353232,0.224162624718668,0.000150444714576288,0,0.0534486986813892,0.0799320157171585,0.121359986417742,0.148925966125653,0.146512315208984,0.10433231525187,0,0,0,0
"MX",2014,8,0.00597658099723085,0.0124128989942487,0.00934798566233543,0.0160907949925446,0.00214543933233928,0.00579994071171717,0.0104458643082226,0.0154665085645791,0.0182802625393896,0.00644437856857463,0.00348195476940755,0.0257775142742985,0.0147983077699821,0.00193331357057239,0.00348195476940755,0.124895218275465,0.152785929595876,0.219754285898181,0.041836066980616,0.00689605499680483,0.0992434299560493,0.141019168161006,0.17013159421037,0.194989467086823,0.130176447085208,0.11055206392869,0.0463995256937374,0.0530998102334651,0.0115998814234343,0.0060934208464632,0.0597658099723085,0.100375911620159,0.219754285898181,0,0.000153245666595663,0.0457550878368799,0.068768606695799,0.106976684238339,0.130573303852783,0.130176447085208,0.11055206392869,0,0,0,0
"MX",2014,9,0.00359146044396697,0.00811982361244707,0.011086682240072,0.0167080985871507,0.00234225681128281,0.00326377148377579,0.00537369575925843,0.00848580585781706,0.0125386234382697,0.00326377148377579,0.00895615959876405,0.0234991546831857,0.0188079351574045,0.00326377148377579,0.00358246383950562,0.0808859352162996,0.123671159635732,0.21298921937265,0.034196949444729,0.00437221271439457,0.0711502183463123,0.117325690743809,0.135772893725073,0.176436344095652,0.128592596460766,0.0949352917468989,0.0443872921793508,0.0429895660740674,0.00587478867079643,0.00447807979938203,0.0412237198785774,0.0772944747723326,0.21298921937265,0.00015615045408552,0.00015615045408552,0.037206994915044,0.0609018852715955,0.0855108128749257,0.108369531145045,0.128592596460766,0.0949352917468989,0,0,0,0
"MX",2014,10,0.00427354205902204,0.0100207193108103,0.01090490042647,0.0148837154469388,0.00162099871204284,0.00264448822541618,0.00821280284710499,0.0119001970143728,0.0100378701464617,0.00330561028177022,0.00730026919742665,0.0211559058033294,0.0209882739426016,0.00396673233812426,0.000912533649678332,0.064692584962437,0.133806075503173,0.237402629554638,0.0327147012794101,0.00545245021323501,0.0859458673260257,0.0757402929233015,0.175858466990176,0.209882739426016,0.182469687553716,0.154218186795638,0.0409895674939507,0.0465392161335949,0.00661122056354044,0.00730026919742665,0.0338936094336231,0.0804604815250356,0.237402629554638,0,0.000147363519276622,0.0482619101138452,0.0383264132864899,0.104457284903939,0.125017110005931,0.182469687553716,0.154218186795638,0,0,0,0
"MX",2014,11,0.00225054786774655,0.00492307346069559,0.00970548767965702,0.0115340578222011,0.00168791090080992,0.00391522238463145,0.00357663385105108,0.00848298183336814,0.00178831692552554,0.00326268532052621,0.00268247538828831,0.0208811860513677,0.00715326770210217,0.00195761119231572,0.00536495077657663,0.0441670019045261,0.089881255468128,0.200158100987709,0.0223648194357314,0.00548571042763223,0.0437199832950512,0.066167726244445,0.102448319064523,0.141277037116518,0.154651284192942,0.135017927877178,0.0300167049488411,0.0286130708084087,0.00717790770515765,0.00715326770210217,0.0268659151712245,0.0516219417164366,0.200158100987709,0.00014065924173416,0,0.0254489455001044,0.0402371308243247,0.0639486322823136,0.0724268354837844,0.154651284192942,0.135017927877178,0.000652537064105241,0,0,0
"MX",2014,12,0.00338256186411514,0.00588271628541763,0.00720632744963659,0.0130890437350542,0.00117654325708353,0.00732161874334398,0.0037327012625862,0.0106496272630458,0.0074654025251724,0.00399361022364217,0.0037327012625862,0.0193024494142705,0.018663506312931,0.00199680511182109,0.00279952594693965,0.0464734586547993,0.0958882754523073,0.182070069033676,0.0250015442130249,0.00588271628541763,0.0452609158679446,0.0569236942544396,0.129792332268371,0.123179141665345,0.137779552715655,0.130644544190517,0.0332800851970181,0.0354606619945689,0.00665601703940362,0.00653222720952585,0.0266192911915148,0.0610331814612079,0.182070069033676,0,0.000441203721406322,0.0232960596379127,0.0326611360476293,0.0865282215122471,0.0793199018299568,0.137779552715655,0.130644544190517,0,0,0.000665601703940362,0
"MX",2015,1,0.00316346446122762,0.00577676119006782,0.0119661481794262,0.0248950898905304,0.00137541933096853,0.00380401704199635,0.00522866703848299,0.00951004260499087,0.00697155605131065,0.00887603976465815,0.00697155605131065,0.0412101846216271,0.0435722253206916,0.00317001420166362,0.00174288901282766,0.0804620308616589,0.129839584843429,0.207963402842442,0.0335602316756321,0.00343854832742132,0.0855903834449178,0.100216118237591,0.154062690200852,0.199560791968767,0.14201663623453,0.118516452872281,0.0513542300669507,0.0400864472950363,0.00317001420166362,0.00610011154489682,0.0415376637952496,0.0793616953968841,0.207963402842442,0.000137541933096853,0.000137541933096853,0.0456482045039562,0.0549010039040714,0.0957344288902414,0.12287367540435,0.14201663623453,0.118516452872281,0,0,0.000634002840332725,0
"MX",2015,2,0.00208403380024953,0.00847507078768141,0.011948460454764,0.0127820739748638,0.00194509821356623,0.0044441058459038,0.00262646425382151,0.0107928284829092,0.00262646425382151,0.00571385037330489,0.00875488084607168,0.013967189801412,0.0183852497767505,0.00190461679110163,0,0.0625210140074858,0.11698376398734,0.206041475051337,0.0300100867235932,0.00527955229396547,0.0647569708974554,0.0954282012221814,0.15236934328813,0.175973105006041,0.134592919904515,0.126945772268039,0.0298389963939255,0.0455253803995728,0.00698359490070598,0.00787939276146452,0.0384851575112746,0.0716907627285838,0.206041475051337,0,0,0.0425364416679364,0.0586577016686803,0.0901518614454772,0.103307593983646,0.134592919904515,0.126945772268039,0,0,0,0
"MX",2015,3,0.00290736859354723,0.00753272771964509,0.0111008619026349,0.0134796180246281,0.00211444988621617,0.00240166675672917,0.00496380558428128,0.0156108339187396,0.00827300930713547,0.00480333351345834,0.00827300930713547,0.0150104172295573,0.0165460186142709,0.00420291682427605,0.00248190279214064,0.0552400032773973,0.108497709786467,0.197040298771769,0.0305273702322459,0.00475751224398637,0.0612425022965938,0.0802481902792141,0.123685837971552,0.162150982419855,0.131491254930922,0.100103412616339,0.034824167972573,0.0413650465356774,0.00420291682427605,0.00910031023784902,0.0288093796996953,0.0659444058263667,0.197040298771769,0,0,0.0336233345942084,0.0397104446742503,0.0726504193910574,0.0819027921406412,0.131491254930922,0.100103412616339,0,0,0,0
"MX",2015,4,0.00237597101315364,0.0353755684180653,0.00976788083185385,0.0131998389619647,0.00105598711695717,0.00239168649773388,0.00329994885079281,0.0693589084342824,0.0841486956952167,0.00358752974660082,0.00577491048888742,0.0209272568551714,0.0148497698285677,0.00119584324886694,0,0.0493673977177478,0.13820231393177,0.190209679441911,0.0295676392748008,0.00448794524706799,0.0550087894478792,0.0684739386539509,0.214653863171615,0.251621099872952,0.111811343769059,0.0833237084825185,0.0346794542171412,0.0412493606349102,0.00657713786876816,0.00164997442539641,0.0285116521578437,0.104938719747619,0.190209679441911,0,0.000131998389619647,0.0322877677194073,0.040424373422212,0.171603506212406,0.204596828749154,0.111811343769059,0.0833237084825185,0,0,0,0.000824987212698203
"MX",2015,5,0.00318520789453777,0.00650313278468127,0.0106173596484592,0.0110155106352764,0.00225618892529758,0.00117472232501043,0.00245841186593461,0.00704833395006255,0.00737523559780382,0.00411152813753649,0.00901417684176022,0.0117472232501043,0.0147504711956076,0.00411152813753649,0.00327788248791281,0.0500343073433641,0.156606054814774,0.188723567751363,0.024552644187062,0.00451237785059517,0.044052087187891,0.0680160616241908,0.233769742677075,0.285175776448414,0.105137648088433,0.108170122101123,0.0293680581252606,0.0409735310989101,0.00704833395006255,0.00409735310989101,0.0266761161167538,0.105908162493381,0.188723567751363,0.00013271699560574,0.00013271699560574,0.0229070853377033,0.0426124723428665,0.152713902251355,0.20486765549455,0.105137648088433,0.108170122101123,0,0,0,0
"MX",2015,6,0.00410351446157919,0.00886888609438083,0.0125752862532266,0.0152227149381164,0.00277980011913429,0.0034944670937682,0.00658463311247377,0.0122306348281887,0.0107000288077699,0.0046592894583576,0.00658463311247377,0.0209668025626092,0.0139923453640067,0.0034944670937682,0.0041153956952961,0.0604937454497319,0.192600436825733,0.205440465947449,0.0317691442186776,0.00423588589582368,0.0541642399534071,0.070784805959093,0.264997087944089,0.349808634100169,0.107163657542225,0.0954771801308696,0.0378567268491555,0.0444462735091979,0.0046592894583576,0.00246923741717766,0.0349460586405454,0.132636177112979,0.205440465947449,0,0,0.0343622597553873,0.0460924317873163,0.179965055329062,0.243631425161529,0.107163657542225,0.0954771801308696,0,0,0,0
"MX",2015,7,0.00401640246943971,0.00764412082893365,0.0138630665880661,0.0112718391884276,0.00233210465967467,0.00229586858448222,0.00813510787153038,0.00688760575344667,0.0138296833816016,0.00631363860732612,0.00894861865868341,0.0120533100685317,0.0138296833816016,0.00286983573060278,0.00162702157430608,0.0640033167710715,0.120232951343228,0.298250273698394,0.0277261331761322,0.00492333205931319,0.056822747465935,0.0878591650125281,0.122828969269799,0.181412905535127,0.215237679795209,0.375841983664703,0.0241066201370634,0.0479971364420292,0.005165704315085,0.00406755393576519,0.0342042016752285,0.0805871721287581,0.298250273698394,0.000129561369981926,0.000129561369981926,0.03099422589051,0.0479971364420292,0.0849471376258423,0.117145553350037,0.215237679795209,0.375841983664703,0,0,0,0
"MX",2015,8,0.00472378333055592,0.00852905323572597,0.0128591879554022,0.0114158097155101,0.00170581064714519,0.00233882567562827,0.0105947743313067,0.0105247155403272,0.00814982640869749,0.0070164770268848,0.006519861126958,0.008770596283606,0.013039722253916,0.0017541192567212,0.003259930563479,0.0968375582763964,0.147618229079873,0.20141687256676,0.0276866189652028,0.00485499953418248,0.0801047793902682,0.118987465566983,0.190029586144797,0.266499323564408,0.124542467227205,0.0945379863408909,0.0368365043911452,0.039119166761748,0.008770596283606,0.00570487848608825,0.0451383740475344,0.0893582346696829,0.20141687256676,0,0.000262432407253107,0.0344976787155169,0.0578637675017522,0.112263632430157,0.160551580251341,0.124542467227205,0.0945379863408909,0,0,0.000584706418907067,0
"MX",2015,9,0.00331810103750383,0.00690165015800797,0.0122106118180141,0.00955613098801104,0.0019908606225023,0.00176702380181061,0.00576625259481367,0.00883511900905305,0.00329500148275067,0.00353404760362122,0.00906125407756433,0.00942412694298992,0.007413753336189,0.00058900793393687,0.00164750074137533,0.0541514089320625,0.144403757152167,0.198687890125729,0.0266775323415308,0.00544168570150629,0.0518326981864446,0.0733137829912024,0.194961626133104,0.247948861576988,0.1054324201747,0.0799037859567037,0.0359294839701491,0.0354212659395697,0.00647908727330557,0.00659000296550133,0.0288011170055333,0.0866687990996001,0.198687890125729,0.000265448083000307,0,0.027094364961096,0.0436587696464463,0.113089523315879,0.140037563016903,0.1054324201747,0.0799037859567037,0,0,0,0
"MX",2015,10,0.00278562986407453,0.00742834630419874,0.0103466252094197,0.00822424055107718,0.00252033178178172,0.00179335740417494,0.00584556029695446,0.0113579302264413,0.0100209605090648,0.00538007221252481,0.0050104802545324,0.0155424308361828,0.00835080042422066,0.00358671480834987,0.00167016008484413,0.0461618663189493,0.0854259824982855,0.202687734871708,0.0237441783652067,0.00530596164585624,0.0543985079266397,0.0592906830119667,0.0866789412017886,0.130272486617842,0.107601444250496,0.0993745250482259,0.0215202888500992,0.0459294023332136,0.00538007221252481,0.00835080042422066,0.0236115293240603,0.0569064386518082,0.202687734871708,0.000132649041146406,0.000132649041146406,0.0280959326654073,0.0317330416120385,0.0585830085363812,0.0918588046664273,0.107601444250496,0.0993745250482259,0,0,0,0
"MX",2015,11,0.00214708613572805,0.00550190822280313,0.0116747808630213,0.00563610110628613,0.00228127901921105,0.00362257589296496,0.000853023969973556,0.0102639650300674,0.00341209587989423,0.00301881324413746,0.00853023969973556,0.00664138913710242,0.00682419175978845,0.00181128794648248,0.000853023969973556,0.0355611141229958,0.0713906140129577,0.194579681050355,0.0199947396389675,0.00456255803842211,0.0326031830366846,0.0417981745287043,0.0742628058057816,0.0853023969973556,0.125582630956119,0.149279194745372,0.0235467433042722,0.0247376951292331,0.00543386383944744,0.00597116778981489,0.0186528108041374,0.0460281590346701,0.194579681050355,0,0.000134192883483003,0.0169053541671698,0.0238846711592596,0.0483010119061994,0.0605647018681225,0.125582630956119,0.149279194745372,0,0,0.000603762648827493,0
"MX",2015,12,0.00204608325103532,0.00750230525379617,0.0090027663045554,0.00668387195338204,0.00122764995062119,0.000607378433206594,0.0017457795778705,0.0097180549313055,0.00611022852254674,0.000607378433206594,0.00436444894467625,0.00850329806489231,0.010474677467223,0.00182213529961978,0.000872889788935249,0.0358746596681526,0.0811613022910676,0.147045182974405,0.0171870993086967,0.00572903310289889,0.0236877588950572,0.0357884813463452,0.0813887100496836,0.10474677467223,0.0850329806489231,0.0707040729037552,0.0176139745629912,0.0253138038791222,0.00607378433206594,0.00611022852254674,0.0197788047600081,0.0489695924747786,0.147045182974405,0.000136405550069021,0.000545622200276085,0.0151844608301648,0.0183306855676402,0.0528419236889736,0.0593565056475969,0.0850329806489231,0.0707040729037552,0,0,0.000607378433206594,0.000872889788935249
"MX",2016,1,0.00300614691693493,0.00823422851160438,0.011371077468406,0.00823422851160438,0.00130702039866736,0.00229812415615754,0.00572222676367203,0.0103415587027089,0.00735714869614976,0.0034471862342363,0.00980953159486635,0.00689437246847261,0.00735714869614976,0.00114906207807877,0.000817460966238862,0.0654817219732348,0.0924063421857825,0.20101973731504,0.0260097059334805,0.00457457139533577,0.0563040418258596,0.0621270334341535,0.0873287179339864,0.112809613340963,0.111459021573641,0.109539769476008,0.0264284277958117,0.0433254312106597,0.00574531039039384,0.00980953159486635,0.0341132324052182,0.0605150444582989,0.20101973731504,0,0,0.0241303036396541,0.0335158996157933,0.0591766970210566,0.076841330826453,0.111459021573641,0.109539769476008,0,0,0,0
"MX",2016,2,0.00104914455375948,0.00577029504567713,0.0106225886068147,0.00839315643007583,0.000918001484539544,0,0,0.00929854129133492,0.00656361786616783,0.00464927064566746,0.00656361786616783,0.00697390596850119,0.00738407009943881,0.000581158830708433,0.000820452233270979,0.0518015123418743,0.0734401187631635,0.191862310268765,0.0177043143446912,0.0030162905920585,0.0441680711338409,0.0648157264284073,0.0703202185157203,0.0910701978930787,0.104027430696809,0.0861474844934528,0.0220840355669204,0.0205113058317745,0.00232463532283373,0.00328180893308392,0.0257040415671072,0.0438017851194582,0.191862310268765,0,0.000131143069219935,0.0232463532283373,0.0311771848642972,0.0406811181495903,0.0541498473958846,0.104027430696809,0.0861474844934528,0,0,0,0
"MX",2016,3,0.0020119813489329,0.00704193472126513,0.00980840907604786,0.00892816723588972,0.00188623251462459,0.000560893390993174,0.00319399528885695,0.0117787612108567,0.0063879905777139,0.00168268017297952,0.00319399528885695,0.00897429425589078,0.0103804846887851,0.00280446695496587,0.000798498822214237,0.04602407335684,0.0777127796025331,0.188623251462459,0.0196168181520957,0.00339521852632426,0.042067004324488,0.0503054257994969,0.0846949020399693,0.0878348704435661,0.123396546018498,0.0862378727991376,0.0168268017297952,0.0279474587774983,0.00448714712794539,0.00479099293328542,0.0236407808499615,0.0499222872203975,0.188623251462459,0.000125748834308306,0,0.0246793092036997,0.0223579670219986,0.0521630853623652,0.0614844093104963,0.123396546018498,0.0862378727991376,0,0,0,0
"MX",2016,4,0.00197527206286303,0.00851836077109683,0.00975290581038623,0.00827145176323895,0.00259254458250773,0.00277372505727742,0.00317631737763237,0.0105401552176542,0.0111171108217133,0.00388321508018839,0.00317631737763237,0.00998541020619872,0.00794079344408093,0.00443796009164388,0.00317631737763237,0.0441967124065604,0.0788874280105924,0.196416115750943,0.0191354481089856,0.00506163466108652,0.035503680733151,0.0619381888638313,0.0843212417412336,0.0944954419845631,0.11427747235983,0.0944954419845631,0.0221898004582194,0.0285868563986914,0.00610219512601033,0.00952895213289712,0.0233329012425696,0.0535792547051598,0.196416115750943,0,0.00012345450392894,0.01719709535512,0.0333513324651399,0.0565839911684594,0.0698789823079122,0.11427747235983,0.0944954419845631,0,0,0.000554745011455484,0
"MX",2016,5,0.00313447500557575,0.00578672308721677,0.00988565194066198,0.00928286828574356,0.00156723750278787,0.00161826263323696,0.00465231685379319,0.00863073404393044,0.00620308913839092,0.00215768351098261,0.0100800198498852,0.00593362965520217,0.0108554059921841,0.00161826263323696,0.00232615842689659,0.0438826500780605,0.0841485982266105,0.20362031863144,0.0182040663785361,0.00651006347311886,0.0329046735424848,0.0496247131071273,0.076058343762137,0.10235097078345,0.127303327147974,0.0938217232181627,0.0188797307210978,0.0248123565535637,0.00755189228843913,0.0100800198498852,0.0233880058108344,0.052803848170853,0.20362031863144,0.000120556730983683,0,0.0156432054546239,0.0279139011227591,0.0458507746083804,0.0666832082377024,0.127303327147974,0.0938217232181627,0,0.000775386142298865,0,0
"MX",2016,6,0.00396272159719295,0.00744511330381706,0.0103270926472301,0.0126086596274321,0.000960659781137685,0.0026800885501257,0.00624044431963556,0.00911230107042737,0.0101407220194078,0.00375212397017597,0.00546038877968111,0.0144724781706788,0.00780055539954445,0.000536017710025139,0.000780055539954445,0.061001896102243,0.104591833671365,0.205100863272896,0.0238964120557999,0.00516354632361506,0.0434174345120363,0.0748853318356267,0.0873708867340977,0.120128553152984,0.107739559715053,0.0889263315548067,0.0214407084010056,0.0304221660582233,0.00482415939022625,0.00858061093949889,0.0392669685540029,0.0686871743513445,0.205100863272896,0,0,0.0284089386313324,0.0452432213173578,0.0611060189428659,0.0850260538550345,0.107739559715053,0.0889263315548067,0,0,0,0
"MX",2016,7,0.00370203181836638,0.00907594897405951,0.0131362419361388,0.0125391400299506,0.000597101906188125,0.00323352518916122,0.00464256145590727,0.0129341007566449,0.00696384218386091,0.00431136691888163,0.0170227253383267,0.0102394964323439,0.0278553687354436,0.00107784172972041,0.00154752048530242,0.0550527957505452,0.0981635533773278,0.19811841247322,0.0197043629042081,0.00513507639321788,0.0377244605402143,0.065769620625353,0.103472806053159,0.136955562949265,0.10616741037746,0.102910112272611,0.0220957554592684,0.0247603277648388,0.00646705037832245,0.00386880121325606,0.0300939360718815,0.0599490313812878,0.19811841247322,0.000119420381237625,0,0.0220957554592684,0.0348192109193045,0.0619758994589235,0.0843398664489821,0.10616741037746,0.102910112272611,0,0,0,0
"MX",2016,8,0.00303762093528349,0.00759405233820871,0.00864553650811454,0.0088791996569825,0.000934652595471842,0.00262830048833823,0.000758558435549082,0.0126158423440235,0.0045513506132945,0.00105132019533529,0.0045513506132945,0.00893622166034998,0.00530990904884358,0.00105132019533529,0.000758558435549082,0.082950417848126,0.088675164995391,0.208894855087957,0.0169405782929271,0.00572474714726503,0.0625535516224499,0.0895098953947917,0.0793746747478146,0.125162141865599,0.120376162365891,0.12440358343005,0.0194494236137029,0.0257909868086688,0.0068335812696794,0.0121369349687853,0.0384375879887795,0.0582989556425561,0.208894855087957,0,0,0.0283856452740529,0.036410804906356,0.0483607289854234,0.0849585447814972,0.120376162365891,0.12440358343005,0,0,0,0
"MX",2016,9,0.00202881877397288,0.00751856369178185,0.00918935562328893,0.00883132878082313,0.00155144965068514,0.000533159878652812,0.00235943656654791,0.00799739817979218,0.0110107039772236,0.00213263951461125,0.00629183084412776,0.0101300376944034,0.00786478855515969,0.00266579939326406,0.00314591542206388,0.0483336237328833,0.0775724825342572,0.193453837212355,0.0169466038767146,0.00513171807534317,0.036788031627044,0.0416833793423464,0.0730429033754352,0.0928045049508844,0.110897254759785,0.0990963357950121,0.0181274358741956,0.0212349290989312,0.0047984389078753,0.00629183084412776,0.0250618789726062,0.0522719190000072,0.193453837212355,0.000119342280821934,0,0.0202600753888068,0.0212349290989312,0.0495838687147115,0.0558399987416338,0.110897254759785,0.0990963357950121,0,0,0,0
"MX",2016,10,0.00232328512516699,0.00529192722954702,0.00968035468819578,0.00671171258381574,0.00141978535426871,0.00220664088574565,0.000829717149423761,0.00551660221436413,0.00414858574711881,0.00330996132861848,0.00331886859769505,0.00827490332154619,0.00580802004596633,0.00220664088574565,0.000829717149423761,0.0440133459823301,0.0681496970048983,0.209224732660871,0.0184572096054933,0.00335585629190787,0.0330996132861848,0.0472938775171544,0.0661992265723695,0.0638882205056296,0.114745326058774,0.109522663723937,0.0182047873074016,0.0265509487815604,0.00496494199292772,0.00165943429884752,0.0236200654391977,0.0418191322530058,0.209224732660871,0,0,0.0154464862002196,0.0199132115861703,0.0375128950576761,0.0423155746206118,0.114745326058774,0.109522663723937,0,0,0,0
"MX",2016,11,0.00254623322987139,0.00840256965857559,0.00929375128903057,0.00687482972065275,0.00203698658389711,0.001094846557255,0.00166858554003771,0.01094846557255,0.00834292770018855,0.0027371163931375,0.00333717108007542,0.0049268095076475,0.00584004939013198,0.00437938622902,0.00166858554003771,0.0392119917400194,0.0770235552036095,0.19224060885529,0.0164232043326705,0.00521977812123635,0.0257288940954925,0.0475546878910747,0.0760918357292226,0.0759206420717158,0.103462999660598,0.0951093757821495,0.0158752750801975,0.017520148170396,0.0060216560649025,0.00667434216015084,0.021006424146439,0.0473599380756078,0.19224060885529,0,0.000381934984480708,0.0147804285229425,0.0258630758705845,0.0487206717978475,0.0408803457309239,0.103462999660598,0.0951093757821495,0,0,0,0.00166858554003771
"MX",2016,12,0.00198346058334898,0.00714045810005633,0.00727268880561293,0.00859499586117892,0.00185122987779238,0.00114370675358838,0.00178622463561017,0.00972150740550123,0.00803801086024578,0.00400297363755933,0.000893112317805087,0.0114370675358838,0.00446556158902544,0.00171556013038257,0.00267933695341526,0.0411237494281022,0.0781483469839498,0.178114760384738,0.0152065311390089,0.00687599668894313,0.0337393492308572,0.0392969419834238,0.0709098187224796,0.0848456701914833,0.10922399496769,0.0910974564161189,0.0148681877966489,0.0178622463561017,0.00686224052153028,0.00535867390683052,0.0232726041779614,0.0510410523448471,0.178114760384738,0,0,0.0182993080574141,0.0276864818519577,0.0446045633899468,0.05090740211489,0.10922399496769,0.0910974564161189,0,0,0,0
"MX",2017,1,0.00415575780243527,0.00742999122253579,0.0089411758779668,0.0091930399872053,0.00239270903776576,0.00495941545023227,0.00257652272493043,0.00881673857819069,0.00944724999141159,0.00275523080568459,0,0.0060615077725061,0.00944724999141159,0.00275523080568459,0.00171768181662029,0.0701441544229227,0.0881524382334755,0.2152178813443,0.0200231966844609,0.00629660273096254,0.0484920621800488,0.0635542272149507,0.0799016933648532,0.0884606135559449,0.131148986350587,0.0987667044556666,0.0220418464454767,0.0249063863409942,0.00826569241705378,0.00687072726648116,0.036646227894202,0.0550323078686126,0.2152178813443,0,0.000251864109238501,0.0242460310900244,0.0326359545157855,0.0490431083411857,0.0541069772235391,0.131148986350587,0.0987667044556666,0,0,0,0
"MX",2017,2,0.00312868272028534,0.00599664188054689,0.010559304180963,0.00912532460083223,0.00156434136014267,0.00406152632159165,0.00270455446972702,0.00348130827564999,0.00721214525260539,0.00348130827564999,0.00631062709602971,0.0133450150566583,0.00901518156575673,0.00116043609188333,0,0.0531876062448507,0.0654416135659683,0.206884144878868,0.0165559460615099,0.00495374764045178,0.0359735188483832,0.0540910893945404,0.0533800602266332,0.0694168980563269,0.111982082866741,0.0946594064404457,0.0179867594241916,0.0180303631315135,0.00406152632159165,0.00721214525260539,0.0273759738024967,0.0436711963039828,0.206884144878868,0,0.000130361780011889,0.0203076316079583,0.0270455446972702,0.0348130827564999,0.046878944141935,0.111982082866741,0.0946594064404457,0,0,0,0
"MX",2017,3,0.00276120325348635,0.00749469454517723,0.0114392706215863,0.00880955323731358,0.00170931629977726,0.00117109731818714,0.00279353018409364,0.0099543272045907,0.00931176728031213,0.00351329195456142,0.00279353018409364,0.0099543272045907,0.00558706036818728,0.00234219463637428,0.000931176728031213,0.0481238281321906,0.070739397636936,0.222474090709471,0.0166987053901317,0.00525943476854542,0.0310340789319592,0.0586641338659664,0.0626537065230121,0.069838254602341,0.122379669750556,0.10708532372359,0.020494203068275,0.0251417716568428,0.00468438927274857,0.00651823709621849,0.024193399935309,0.0445737096634225,0.222474090709471,0,0.000131485869213636,0.0134676191591521,0.0279353018409364,0.0421595034547371,0.0446964829454982,0.122379669750556,0.10708532372359,0,0,0,0
